author_openalex_id,topic,period_a_from,period_a_to,period_b_from,period_b_to,pubs_a,pubs_b,cites_a,cites_b,label
A5009481606,Enhanced Oil Recovery Techniques,1959,2014,2015,2026,0,2,0,31,Emerging
A5009481606,Geochemistry and Geologic Mapping,1959,2014,2015,2026,0,1,0,32,Emerging
A5009481606,Hydraulic Fracturing and Reservoir Analysis,1959,2014,2015,2026,0,3,0,63,Emerging
A5009481606,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,4,0,63,Emerging
A5009481606,Reservoir Engineering and Simulation Methods,1959,2014,2015,2026,0,1,0,0,Emerging
A5009488476,CO2 Sequestration and Geologic Interactions,1959,2014,2015,2026,0,1,0,0,Emerging
A5009488476,Coal Properties and Utilization,1959,2014,2015,2026,0,1,0,0,Emerging
A5009488476,Geological Modeling and Analysis,1959,2014,2015,2026,0,1,0,0,Emerging
A5009519237,Geology and Paleoclimatology Research,1959,2014,2015,2026,0,1,0,0,Emerging
A5009519237,Marine and environmental studies,1959,2014,2015,2026,0,1,0,0,Emerging
A5009519237,Methane Hydrates and Related Phenomena,1959,2014,2015,2026,0,1,0,0,Emerging
A5009519783,earthquake and tectonic studies,1959,2014,2015,2026,1,0,89,0,Declining
A5009519783,Geological and Geochemical Analysis,1959,2014,2015,2026,1,0,89,0,Declining
A5009519783,High-pressure geophysics and materials,1959,2014,2015,2026,1,0,89,0,Declining
A5009545104,Evolution and Paleontology Studies,1959,2014,2015,2026,0,1,0,107,Emerging
A5009545104,Geology and Paleoclimatology Research,1959,2014,2015,2026,0,1,0,107,Emerging
A5009545104,Pleistocene-Era Hominins and Archaeology,1959,2014,2015,2026,0,1,0,107,Emerging
A5009560000,Geological formations and processes,1959,2014,2015,2026,0,1,0,1,Emerging
A5009560000,Ichthyology and Marine Biology,1959,2014,2015,2026,0,1,0,1,Emerging
A5009560000,Marine and fisheries research,1959,2014,2015,2026,0,1,0,1,Emerging
A5009566538,Hydraulic Fracturing and Reservoir Analysis,1959,2014,2015,2026,0,1,0,29,Emerging
A5009566538,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,1,0,29,Emerging
A5009566538,Reservoir Engineering and Simulation Methods,1959,2014,2015,2026,0,1,0,29,Emerging
A5009574600,Enhanced Oil Recovery Techniques,1959,2014,2015,2026,0,1,0,10,Emerging
A5009574600,Gas Dynamics and Kinetic Theory,1959,2014,2015,2026,0,1,0,0,Emerging
A5009574600,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,1,0,10,Emerging
A5009574600,Nuclear Physics and Applications,1959,2014,2015,2026,0,1,0,10,Emerging
A5009594846,Atmospheric and Environmental Gas Dynamics,1959,2014,2015,2026,0,2,0,10,Emerging
A5009594846,Coal and Its By-products,1959,2014,2015,2026,0,4,0,3,Emerging
A5009594846,Coal Properties and Utilization,1959,2014,2015,2026,0,3,0,2,Emerging
A5009594846,Geochemistry and Geologic Mapping,1959,2014,2015,2026,0,3,0,15,Emerging
A5009594846,Geological and Geophysical Studies,1959,2014,2015,2026,0,5,0,80,Emerging
A5009594846,Geological formations and processes,1959,2014,2015,2026,0,2,0,6,Emerging
A5009594846,Geological Studies and Exploration,1959,2014,2015,2026,0,1,0,7,Emerging
A5009594846,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,16,0,100,Emerging
A5009594846,Mine drainage and remediation techniques,1959,2014,2015,2026,0,1,0,0,Emerging
A5009594846,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,0,1,0,1,Emerging
A5009594846,Petroleum Processing and Analysis,1959,2014,2015,2026,0,1,0,9,Emerging
A5009594846,Seismic Imaging and Inversion Techniques,1959,2014,2015,2026,0,2,0,67,Emerging
A5009594846,Water Quality and Pollution Assessment,1959,2014,2015,2026,0,1,0,0,Emerging
A5009606540,Geology and Paleoclimatology Research,1959,2014,2015,2026,3,0,32,0,Declining
A5009606540,Isotope Analysis in Ecology,1959,2014,2015,2026,2,0,20,0,Declining
A5009606540,Marine and environmental studies,1959,2014,2015,2026,1,0,0,0,Declining
A5009606540,Marine Biology and Ecology Research,1959,2014,2015,2026,2,0,32,0,Declining
A5009606540,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,1,0,12,0,Declining
A5009697450,3D Printing in Biomedical Research,1959,2014,2015,2026,0,1,0,1,Emerging
A5009697450,Advanced Drug Delivery Systems,1959,2014,2015,2026,0,1,0,131,Emerging
A5009697450,Advancements in Transdermal Drug Delivery,1959,2014,2015,2026,0,1,0,131,Emerging
A5009697450,Calcium Carbonate Crystallization and Inhibition,1959,2014,2015,2026,0,1,0,0,Emerging
A5009697450,CO2 Sequestration and Geologic Interactions,1959,2014,2015,2026,0,1,0,1,Emerging
A5009697450,Essential Oils and Antimicrobial Activity,1959,2014,2015,2026,0,1,0,131,Emerging
A5009697450,Geological and Geochemical Analysis,1959,2014,2015,2026,0,2,0,15,Emerging
A5009697450,Geological and Geophysical Studies,1959,2014,2015,2026,0,10,0,80,Emerging
A5009697450,Geological and Geophysical Studies Worldwide,1959,2014,2015,2026,0,1,0,1,Emerging
A5009697450,Geological formations and processes,1959,2014,2015,2026,0,8,0,131,Emerging
A5009697450,Geology and Paleoclimatology Research,1959,2014,2015,2026,0,2,0,10,Emerging
A5009697450,Hydraulic Fracturing and Reservoir Analysis,1959,2014,2015,2026,0,1,0,39,Emerging
A5009697450,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,11,0,122,Emerging
A5009697450,Immune Cell Function and Interaction,1959,2014,2015,2026,0,1,0,32,Emerging
A5009697450,Industrial Gas Emission Control,1959,2014,2015,2026,0,1,0,1,Emerging
A5009697450,Inhalation and Respiratory Drug Delivery,1959,2014,2015,2026,0,1,0,1,Emerging
A5009697450,Innovative Microfluidic and Catalytic Techniques Innovation,1959,2014,2015,2026,0,1,0,1,Emerging
A5009697450,Mine drainage and remediation techniques,1959,2014,2015,2026,0,1,0,1,Emerging
A5009697450,Multiple Myeloma Research and Treatments,1959,2014,2015,2026,0,1,0,32,Emerging
A5009697450,Paleontology and Evolutionary Biology,1959,2014,2015,2026,0,1,0,6,Emerging
A5009697450,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,0,11,0,55,Emerging
A5009697450,T-cell and B-cell Immunology,1959,2014,2015,2026,0,1,0,32,Emerging
A5009697450,Water management and technologies,1959,2014,2015,2026,0,1,0,0,Emerging
A5009698940,Aquatic Invertebrate Ecology and Behavior,1959,2014,2015,2026,1,0,0,0,Declining
A5009698940,Geological Formations and Processes Exploration,1959,2014,2015,2026,3,0,127,0,Declining
A5009698940,Geology and Paleoclimatology Research,1959,2014,2015,2026,6,0,261,0,Declining
A5009698940,Isotope Analysis in Ecology,1959,2014,2015,2026,1,0,18,0,Declining
A5009698940,Marine and environmental studies,1959,2014,2015,2026,5,0,157,0,Declining
A5009698940,Marine Biology and Ecology Research,1959,2014,2015,2026,2,0,11,0,Declining
A5009698940,Marine Invertebrate Physiology and Ecology,1959,2014,2015,2026,1,0,18,0,Declining
A5009698940,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,4,0,134,0,Declining
A5009698940,Soil and Environmental Studies,1959,2014,2015,2026,1,0,129,0,Declining
A5009782449,Geological Formations and Processes Exploration,1959,2014,2015,2026,1,0,0,0,Declining
A5009782449,Geological Studies and Exploration,1959,2014,2015,2026,1,0,0,0,Declining
A5009782449,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,1,0,0,0,Declining
A5009798673,Geological and Geophysical Studies,1959,2014,2015,2026,0,1,0,4,Emerging
A5009798673,Geological formations and processes,1959,2014,2015,2026,0,1,0,4,Emerging
A5009798673,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,1,0,4,Emerging
A5009810098,Advanced X-ray Imaging Techniques,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Astro and Planetary Science,1959,2014,2015,2026,0,15,0,0,Emerging
A5009810098,Astronomical Observations and Instrumentation,1959,2014,2015,2026,0,20,0,0,Emerging
A5009810098,Astronomy and Astrophysical Research,1959,2014,2015,2026,0,6,0,0,Emerging
A5009810098,Astrophysics and Cosmic Phenomena,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Drilling and Well Engineering,1959,2014,2015,2026,0,6,0,0,Emerging
A5009810098,earthquake and tectonic studies,1959,2014,2015,2026,0,2,0,221,Emerging
A5009810098,Electron and X-Ray Spectroscopy Techniques,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Engineering and Information Technology,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Environmental Monitoring and Data Management,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Gamma-ray bursts and supernovae,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Geochemistry and Geologic Mapping,1959,2014,2015,2026,0,1,0,59,Emerging
A5009810098,Geographic Information Systems Studies,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Geological and Geochemical Analysis,1959,2014,2015,2026,0,4,0,322,Emerging
A5009810098,Geological and Geophysical Studies,1959,2014,2015,2026,0,6,0,36,Emerging
A5009810098,Geological formations and processes,1959,2014,2015,2026,0,1,0,42,Emerging
A5009810098,Geological Modeling and Analysis,1959,2014,2015,2026,0,8,0,0,Emerging
A5009810098,Geology and Paleoclimatology Research,1959,2014,2015,2026,0,4,0,67,Emerging
A5009810098,Geomagnetism and Paleomagnetism Studies,1959,2014,2015,2026,0,10,0,0,Emerging
A5009810098,Geophysics and Gravity Measurements,1959,2014,2015,2026,0,20,0,0,Emerging
A5009810098,Groundwater and Isotope Geochemistry,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,High-pressure geophysics and materials,1959,2014,2015,2026,0,1,0,196,Emerging
A5009810098,Historical Geography and Cartography,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Hydraulic Fracturing and Reservoir Analysis,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,4,0,36,Emerging
A5009810098,Inertial Sensor and Navigation,1959,2014,2015,2026,0,4,0,0,Emerging
A5009810098,Infrared Target Detection Methodologies,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Mass Spectrometry Techniques and Applications,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Methane Hydrates and Related Phenomena,1959,2014,2015,2026,0,54,0,36,Emerging
A5009810098,Nuclear Physics and Applications,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Oceanographic and Atmospheric Processes,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Offshore Engineering and Technologies,1959,2014,2015,2026,0,14,0,0,Emerging
A5009810098,Planetary Science and Exploration,1959,2014,2015,2026,0,11,0,0,Emerging
A5009810098,Radioactivity and Radon Measurements,1959,2014,2015,2026,0,1,0,59,Emerging
A5009810098,Remote Sensing and LiDAR Applications,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Reservoir Engineering and Simulation Methods,1959,2014,2015,2026,0,4,0,0,Emerging
A5009810098,Satellite Image Processing and Photogrammetry,1959,2014,2015,2026,0,4,0,0,Emerging
A5009810098,Scientific Research and Discoveries,1959,2014,2015,2026,0,6,0,0,Emerging
A5009810098,Seismic Imaging and Inversion Techniques,1959,2014,2015,2026,0,8,0,0,Emerging
A5009810098,Seismic Waves and Analysis,1959,2014,2015,2026,0,2,0,0,Emerging
A5009810098,Solar and Space Plasma Dynamics,1959,2014,2015,2026,0,6,0,0,Emerging
A5009810098,Spacecraft and Cryogenic Technologies,1959,2014,2015,2026,0,10,0,0,Emerging
A5009863292,Geological and Geophysical Studies,1959,2014,2015,2026,0,1,0,3,Emerging
A5009869062,earthquake and tectonic studies,1959,2014,2015,2026,0,5,0,719,Emerging
A5009869062,Geochemistry and Geologic Mapping,1959,2014,2015,2026,0,2,0,662,Emerging
A5009869062,Geological and Geochemical Analysis,1959,2014,2015,2026,0,8,0,1409,Emerging
A5009869062,Geological and Geophysical Studies,1959,2014,2015,2026,0,3,0,28,Emerging
A5009869062,Geological formations and processes,1959,2014,2015,2026,0,1,0,36,Emerging
A5009869062,Geological Studies and Exploration,1959,2014,2015,2026,0,4,0,0,Emerging
A5009869062,Geology and Paleoclimatology Research,1959,2014,2015,2026,0,1,0,0,Emerging
A5009869062,Geomagnetism and Paleomagnetism Studies,1959,2014,2015,2026,0,1,0,28,Emerging
A5009869062,High-pressure geophysics and materials,1959,2014,2015,2026,0,4,0,1345,Emerging
A5009869062,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,2,0,0,Emerging
A5009869062,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,0,2,0,0,Emerging
A5009901301,Drilling and Well Engineering,1959,2014,2015,2026,0,4,0,0,Emerging
A5009901301,Hydraulic Fracturing and Reservoir Analysis,1959,2014,2015,2026,0,2,0,0,Emerging
A5009901301,Reservoir Engineering and Simulation Methods,1959,2014,2015,2026,0,6,0,0,Emerging
A5009925314,Atmospheric and Environmental Gas Dynamics,1959,2014,2015,2026,0,1,0,20,Emerging
A5009925314,Drilling and Well Engineering,1959,2014,2015,2026,0,3,0,68,Emerging
A5009925314,Enhanced Oil Recovery Techniques,1959,2014,2015,2026,0,3,0,23,Emerging
A5009925314,Gas Dynamics and Kinetic Theory,1959,2014,2015,2026,0,1,0,0,Emerging
A5009925314,Geochemistry and Geologic Mapping,1959,2014,2015,2026,0,1,0,0,Emerging
A5009925314,Geological and Geochemical Analysis,1959,2014,2015,2026,0,1,0,2,Emerging
A5009925314,Geological Studies and Exploration,1959,2014,2015,2026,0,1,0,1,Emerging
A5009925314,Hydraulic Fracturing and Reservoir Analysis,1959,2014,2015,2026,0,8,0,111,Emerging
A5009925314,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,9,0,61,Emerging
A5009925314,NMR spectroscopy and applications,1959,2014,2015,2026,0,1,0,9,Emerging
A5009925314,Nuclear Physics and Applications,1959,2014,2015,2026,0,1,0,10,Emerging
A5009925314,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,0,1,0,2,Emerging
A5009925314,Rock Mechanics and Modeling,1959,2014,2015,2026,0,1,0,50,Emerging
A5009925314,Tunneling and Rock Mechanics,1959,2014,2015,2026,0,1,0,12,Emerging
A5009943638,earthquake and tectonic studies,1959,2014,2015,2026,0,4,0,38,Emerging
A5009943638,Geochemistry and Geologic Mapping,1959,2014,2015,2026,0,4,0,34,Emerging
A5009943638,Geological and Geochemical Analysis,1959,2014,2015,2026,0,5,0,40,Emerging
A5009943638,High-pressure geophysics and materials,1959,2014,2015,2026,0,1,0,6,Emerging
A5009943638,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,1,0,2,Emerging
A5009944961,earthquake and tectonic studies,1959,2014,2015,2026,2,0,95,0,Declining
A5009944961,Geochemistry and Geologic Mapping,1959,2014,2015,2026,2,0,95,0,Declining
A5009944961,Geological and Geochemical Analysis,1959,2014,2015,2026,2,0,95,0,Declining
A5009947302,Geochemistry and Geologic Mapping,1959,2014,2015,2026,0,1,0,12,Emerging
A5009947302,Geological Studies and Exploration,1959,2014,2015,2026,0,1,0,12,Emerging
A5009947302,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,1,0,12,Emerging
A5009947929,Calcium Carbonate Crystallization and Inhibition,1959,2014,2015,2026,0,1,0,0,Emerging
A5009947929,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,2,0,7,Emerging
A5009947929,Methane Hydrates and Related Phenomena,1959,2014,2015,2026,0,1,0,7,Emerging
A5009947929,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,0,2,0,7,Emerging
A5009963240,Geochemistry and Elemental Analysis,1959,2014,2015,2026,0,1,0,7,Emerging
A5009963240,Geochemistry and Geologic Mapping,1959,2014,2015,2026,0,2,0,34,Emerging
A5009963240,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,1,0,27,Emerging
A5009963240,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,0,1,0,27,Emerging
A5009963240,Radioactivity and Radon Measurements,1959,2014,2015,2026,0,1,0,7,Emerging
A5010036065,Coral and Marine Ecosystems Studies,1959,2014,2015,2026,0,1,0,0,Emerging
A5010036990,Botanical Research and Applications,1959,2014,2015,2026,1,0,8,0,Declining
A5010036990,Geology and Paleoclimatology Research,1959,2014,2015,2026,1,0,8,0,Declining
A5010036990,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,1,0,8,0,Declining
A5010111647,Archaeological and Geological Studies,1959,2014,2015,2026,1,0,0,0,Declining
A5010111647,Archaeological and Historical Studies,1959,2014,2015,2026,1,0,0,0,Declining
A5010111647,Geochemistry and Geologic Mapping,1959,2014,2015,2026,2,0,106,0,Declining
A5010111647,Geological and Geochemical Analysis,1959,2014,2015,2026,2,0,106,0,Declining
A5010111647,Geological and Geophysical Studies Worldwide,1959,2014,2015,2026,2,0,69,0,Declining
A5010111647,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,1,0,37,0,Declining
A5010118755,Animal Behavior and Welfare Studies,1959,2014,2015,2026,2,0,131,0,Declining
A5010118755,Neuroendocrine regulation and behavior,1959,2014,2015,2026,1,0,103,0,Declining
A5010118755,Reproductive Physiology in Livestock,1959,2014,2015,2026,2,0,131,0,Declining
A5010118755,Veterinary Medicine and Surgery,1959,2014,2015,2026,1,0,28,0,Declining
A5010123383,earthquake and tectonic studies,1959,2014,2015,2026,0,2,0,2,Emerging
A5010123383,Geological and Geophysical Studies,1959,2014,2015,2026,0,2,0,2,Emerging
A5010123383,High-pressure geophysics and materials,1959,2014,2015,2026,0,1,0,2,Emerging
A5010123383,Seismic Waves and Analysis,1959,2014,2015,2026,0,1,0,0,Emerging
A5010169095,Coastal wetland ecosystem dynamics,1959,2014,2015,2026,0,2,0,26,Emerging
A5010169095,Geology and Paleoclimatology Research,1959,2014,2015,2026,0,4,0,40,Emerging
A5010169095,Isotope Analysis in Ecology,1959,2014,2015,2026,0,2,0,28,Emerging
A5010169095,Marine and coastal plant biology,1959,2014,2015,2026,0,1,0,11,Emerging
A5010169095,Marine Biology and Ecology Research,1959,2014,2015,2026,0,2,0,14,Emerging
A5010169095,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,0,1,0,1,Emerging
A5010229092,Geological and Geochemical Analysis,1959,2014,2015,2026,1,0,7,0,Declining
A5010229092,Geological and Geophysical Studies,1959,2014,2015,2026,1,0,7,0,Declining
A5010229092,Geological Formations and Processes Exploration,1959,2014,2015,2026,1,0,7,0,Declining
A5010230923,Geological and Geophysical Studies,1959,2014,2015,2026,0,2,0,0,Emerging
A5010230923,Geological formations and processes,1959,2014,2015,2026,0,1,0,0,Emerging
A5010230923,Geological Studies and Exploration,1959,2014,2015,2026,0,1,0,0,Emerging
A5010230923,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,2,0,0,Emerging
A5010247097,Geochemistry and Geologic Mapping,1959,2014,2015,2026,1,0,2,0,Declining
A5010247097,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,1,0,2,0,Declining
A5010247097,Mining Techniques and Economics,1959,2014,2015,2026,1,0,2,0,Declining
A5010251200,Geological and Geophysical Studies,1959,2014,2015,2026,1,0,3,0,Declining
A5010251200,Geological formations and processes,1959,2014,2015,2026,1,0,3,0,Declining
A5010251200,Geological Formations and Processes Exploration,1959,2014,2015,2026,1,0,3,0,Declining
A5010305385,CO2 Sequestration and Geologic Interactions,1959,2014,2015,2026,1,1,7,1,Declining
A5010305385,Concrete and Cement Materials Research,1959,2014,2015,2026,1,0,7,0,Declining
A5010305385,Enhanced Oil Recovery Techniques,1959,2014,2015,2026,0,1,0,1,Emerging
A5010305385,Geothermal Energy Systems and Applications,1959,2014,2015,2026,0,1,0,1,Emerging
A5010305385,Hydraulic Fracturing and Reservoir Analysis,1959,2014,2015,2026,0,2,0,2,Emerging
A5010305385,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,1,0,1,Emerging
A5010305385,Methane Hydrates and Related Phenomena,1959,2014,2015,2026,1,0,7,0,Declining
A5010330335,Geochemistry and Geologic Mapping,1959,2014,2015,2026,0,1,0,0,Emerging
A5010330335,Groundwater and Isotope Geochemistry,1959,2014,2015,2026,0,1,0,0,Emerging
A5010330335,Groundwater and Watershed Analysis,1959,2014,2015,2026,0,1,0,0,Emerging
A5010330335,Hydrological Forecasting Using AI,1959,2014,2015,2026,0,1,0,0,Emerging
A5010330335,Reservoir Engineering and Simulation Methods,1959,2014,2015,2026,0,1,0,0,Emerging
A5010337478,Geological and Geophysical Studies,1959,2014,2015,2026,0,1,0,2,Emerging
A5010337478,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,1,0,2,Emerging
A5010337478,Methane Hydrates and Related Phenomena,1959,2014,2015,2026,0,1,0,2,Emerging
A5010375854,Atmospheric and Environmental Gas Dynamics,1959,2014,2015,2026,0,1,0,27,Emerging
A5010375854,Drilling and Well Engineering,1959,2014,2015,2026,0,1,0,18,Emerging
A5010375854,Enhanced Oil Recovery Techniques,1959,2014,2015,2026,0,2,0,54,Emerging
A5010375854,Groundwater flow and contamination studies,1959,2014,2015,2026,0,1,0,36,Emerging
A5010375854,Hydraulic Fracturing and Reservoir Analysis,1959,2014,2015,2026,0,3,0,81,Emerging
A5010375854,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,1,0,27,Emerging
A5010386396,Geochemistry and Geologic Mapping,1959,2014,2015,2026,0,2,0,5,Emerging
A5010386396,Geological and Geochemical Analysis,1959,2014,2015,2026,0,1,0,27,Emerging
A5010386396,Geology and Paleoclimatology Research,1959,2014,2015,2026,0,1,0,27,Emerging
A5010386396,Hydraulic Fracturing and Reservoir Analysis,1959,2014,2015,2026,0,1,0,0,Emerging
A5010386396,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,2,0,5,Emerging
A5010386396,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,0,1,0,27,Emerging
A5010386396,Petroleum Processing and Analysis,1959,2014,2015,2026,0,1,0,5,Emerging
A5010387173,Geochemistry and Geologic Mapping,1959,2014,2015,2026,0,1,0,2,Emerging
A5010387173,Geological and Geochemical Analysis,1959,2014,2015,2026,0,1,0,2,Emerging
A5010387173,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,0,1,0,2,Emerging
A5010392735,earthquake and tectonic studies,1959,2014,2015,2026,1,0,0,0,Declining
A5010392735,Seismic Imaging and Inversion Techniques,1959,2014,2015,2026,1,0,0,0,Declining
A5010392735,Seismology and Earthquake Studies,1959,2014,2015,2026,1,0,0,0,Declining
A5010401681,Aeolian processes and effects,1959,2014,2015,2026,4,2,97,11,Declining
A5010401681,African history and culture analysis,1959,2014,2015,2026,1,0,11,0,Declining
A5010401681,Archaeology and Historical Studies,1959,2014,2015,2026,1,0,11,0,Declining
A5010401681,Calcium Carbonate Crystallization and Inhibition,1959,2014,2015,2026,1,0,29,0,Declining
A5010401681,Classical Antiquity Studies,1959,2014,2015,2026,1,0,1,0,Declining
A5010401681,Climate change impacts on agriculture,1959,2014,2015,2026,1,0,0,0,Declining
A5010401681,Climate variability and models,1959,2014,2015,2026,0,1,0,1,Emerging
A5010401681,Coastal and Marine Dynamics,1959,2014,2015,2026,1,0,66,0,Declining
A5010401681,Earthquake and Disaster Impact Studies,1959,2014,2015,2026,1,0,0,0,Declining
A5010401681,earthquake and tectonic studies,1959,2014,2015,2026,2,0,35,0,Declining
A5010401681,Fecal contamination and water quality,1959,2014,2015,2026,0,2,0,8,Emerging
A5010401681,Flood Risk Assessment and Management,1959,2014,2015,2026,0,2,0,1,Emerging
A5010401681,Fluoride Effects and Removal,1959,2014,2015,2026,0,1,0,0,Emerging
A5010401681,Geochemistry and Elemental Analysis,1959,2014,2015,2026,1,0,34,0,Declining
A5010401681,Geochemistry and Geologic Mapping,1959,2014,2015,2026,22,2,306,4,Declining
A5010401681,Geological and Geochemical Analysis,1959,2014,2015,2026,4,0,226,0,Declining
A5010401681,Geological and Geophysical Studies,1959,2014,2015,2026,35,2,1953,36,Declining
A5010401681,Geological and Geophysical Studies Worldwide,1959,2014,2015,2026,3,1,47,2,Declining
A5010401681,Geological formations and processes,1959,2014,2015,2026,28,4,964,55,Declining
A5010401681,Geological Formations and Processes Exploration,1959,2014,2015,2026,2,0,0,0,Declining
A5010401681,Geological Modeling and Analysis,1959,2014,2015,2026,0,1,0,2,Emerging
A5010401681,Geological Studies and Exploration,1959,2014,2015,2026,29,2,766,1,Declining
A5010401681,Geology and Paleoclimatology Research,1959,2014,2015,2026,9,3,227,25,Declining
A5010401681,Geophysical and Geoelectrical Methods,1959,2014,2015,2026,0,2,0,3,Emerging
A5010401681,Geophysics and Gravity Measurements,1959,2014,2015,2026,0,1,0,15,Emerging
A5010401681,Groundwater and Isotope Geochemistry,1959,2014,2015,2026,6,14,70,49,Declining
A5010401681,Groundwater and Watershed Analysis,1959,2014,2015,2026,6,12,30,33,Growing priority
A5010401681,Groundwater flow and contamination studies,1959,2014,2015,2026,2,7,41,13,Declining
A5010401681,Healthcare and Environmental Waste Management,1959,2014,2015,2026,0,1,0,6,Emerging
A5010401681,"Historical, Religious, and Philosophical Studies",1959,2014,2015,2026,1,0,1,0,Declining
A5010401681,Human auditory perception and evaluation,1959,2014,2015,2026,1,0,0,0,Declining
A5010401681,Hydraulic Fracturing and Reservoir Analysis,1959,2014,2015,2026,11,3,477,14,Declining
A5010401681,Hydrocarbon exploration and reservoir analysis,1959,2014,2015,2026,78,6,2874,69,Declining
A5010401681,Hydrology and Drought Analysis,1959,2014,2015,2026,0,1,0,0,Emerging
A5010401681,Hydrology and Watershed Management Studies,1959,2014,2015,2026,0,2,0,7,Emerging
A5010401681,Islamic Studies and History,1959,2014,2015,2026,2,0,11,0,Declining
A5010401681,Karst Systems and Hydrogeology,1959,2014,2015,2026,3,3,56,5,Declining
A5010401681,Landslides and related hazards,1959,2014,2015,2026,0,1,0,3,Emerging
A5010401681,Marine and environmental studies,1959,2014,2015,2026,10,2,137,2,Declining
A5010401681,Marine and fisheries research,1959,2014,2015,2026,1,0,17,0,Declining
A5010401681,Marine Biology and Ecology Research,1959,2014,2015,2026,1,0,17,0,Declining
A5010401681,Maritime and Coastal Archaeology,1959,2014,2015,2026,2,0,52,0,Declining
A5010401681,Methane Hydrates and Related Phenomena,1959,2014,2015,2026,5,1,450,2,Declining
A5010401681,Paleontology and Stratigraphy of Fossils,1959,2014,2015,2026,31,5,958,73,Declining
A5010401681,Petroleum Processing and Analysis,1959,2014,2015,2026,1,0,79,0,Declining
A5010401681,Plant Ecology and Soil Science,1959,2014,2015,2026,1,0,5,0,Declining
A5010401681,Remote Sensing and Land Use,1959,2014,2015,2026,1,0,5,0,Declining
A5010401681,Remote Sensing in Agriculture,1959,2014,2015,2026,1,0,0,0,Declining
A5010401681,Remote-Sensing Image Classification,1959,2014,2015,2026,0,1,0,1,Emerging
A5010401681,Reservoir Engineering and Simulation Methods,1959,2014,2015,2026,11,0,182,0,Declining
A5010401681,Social Science and Policy Research,1959,2014,2015,2026,1,0,0,0,Declining
A5010401681,Soil and Land Suitability Analysis,1959,2014,2015,2026,1,0,5,0,Declining
A5010401681,Soil erosion and sediment transport,1959,2014,2015,2026,0,1,0,3,Emerging
A5010401681,Species Distribution and Climate Change,1959,2014,2015,2026,1,0,0,0,Declining
A5010401681,Transboundary Water Resource Management,1959,2014,2015,2026,5,6,98,63,Declining
A5010401681,Wastewater Treatment and Reuse,1959,2014,2015,2026,0,1,0,6,Emerging
A5010401681,Water management and technologies,1959,2014,2015,2026,3,6,1,22,Strong surge
