author_openalex_id,topic,year,pubs,cites
A5035815399,Geology and Paleoclimatology Research,2022,11,36
A5035815399,Geology and Paleoclimatology Research,2023,7,4
A5035815399,Geology and Paleoclimatology Research,2024,10,25
A5035815399,Geology and Paleoclimatology Research,2025,10,7
A5035815399,Geomagnetism and Paleomagnetism Studies,1991,5,0
A5035815399,Geotourism and Geoheritage Conservation,2019,1,4
A5035815399,Geotourism and Geoheritage Conservation,2025,1,0
A5035815399,Groundwater and Isotope Geochemistry,2017,1,8
A5035815399,"Health, Medicine and Society",1990,1,0
A5035815399,"Health, Medicine and Society",1991,2,0
A5035815399,"Health, Medicine and Society",1992,1,2
A5035815399,"Health, Medicine and Society",1995,1,4
A5035815399,"Health, Medicine and Society",1996,1,0
A5035815399,"Health, Medicine and Society",1997,3,14
A5035815399,"Health, Medicine and Society",1998,1,0
A5035815399,"Health, Medicine and Society",2003,1,0
A5035815399,"Health, Medicine and Society",2005,1,0
A5035815399,Heavy metals in environment,2018,1,0
A5035815399,Hermeneutics and Narrative Identity,1990,1,0
A5035815399,Hermeneutics and Narrative Identity,1991,2,0
A5035815399,Hermeneutics and Narrative Identity,1992,1,2
A5035815399,Hermeneutics and Narrative Identity,1995,1,4
A5035815399,Hermeneutics and Narrative Identity,1996,1,0
A5035815399,Hermeneutics and Narrative Identity,1997,3,14
A5035815399,Hermeneutics and Narrative Identity,1998,1,0
A5035815399,Hermeneutics and Narrative Identity,2003,1,0
A5035815399,Hermeneutics and Narrative Identity,2005,1,0
A5035815399,Historical Astronomy and Related Studies,2022,1,0
A5035815399,History and advancements in chemistry,1997,1,0
A5035815399,Hormonal Regulation and Hypertension,1995,1,119
A5035815399,Hydraulic Fracturing and Reservoir Analysis,2018,1,19
A5035815399,Hydraulic Fracturing and Reservoir Analysis,2020,2,0
A5035815399,Hydraulic Fracturing and Reservoir Analysis,2024,1,1
A5035815399,Hydraulic Fracturing and Reservoir Analysis,2025,1,1
A5035815399,Hydrocarbon exploration and reservoir analysis,1989,5,14
A5035815399,Hydrocarbon exploration and reservoir analysis,1992,1,50
A5035815399,Hydrocarbon exploration and reservoir analysis,2005,1,8
A5035815399,Hydrocarbon exploration and reservoir analysis,2016,2,0
A5035815399,Hydrocarbon exploration and reservoir analysis,2017,2,0
A5035815399,Hydrocarbon exploration and reservoir analysis,2018,2,30
A5035815399,Hydrocarbon exploration and reservoir analysis,2019,3,82
A5035815399,Hydrocarbon exploration and reservoir analysis,2020,1,0
A5035815399,Hydrocarbon exploration and reservoir analysis,2021,2,18
A5035815399,Hydrocarbon exploration and reservoir analysis,2022,3,18
A5035815399,Hydrocarbon exploration and reservoir analysis,2024,3,3
A5035815399,Hydrocarbon exploration and reservoir analysis,2025,1,1
A5035815399,Ichthyology and Marine Biology,1991,1,0
A5035815399,Ichthyology and Marine Biology,2022,3,1
A5035815399,Industrial Automation and Control Systems,1986,2,75
A5035815399,Integrated Water Resources Management,2005,1,3
A5035815399,Integrated Water Resources Management,2011,1,0
A5035815399,Isotope Analysis in Ecology,1985,1,94
A5035815399,Isotope Analysis in Ecology,1987,1,23
A5035815399,Isotope Analysis in Ecology,1989,1,44
A5035815399,Isotope Analysis in Ecology,1990,1,23
A5035815399,Isotope Analysis in Ecology,1995,1,7
A5035815399,Isotope Analysis in Ecology,1997,1,4
A5035815399,Isotope Analysis in Ecology,1998,1,260
A5035815399,Isotope Analysis in Ecology,1999,2,45
A5035815399,Isotope Analysis in Ecology,2001,3,116
A5035815399,Isotope Analysis in Ecology,2004,1,18
A5035815399,Isotope Analysis in Ecology,2010,2,32
A5035815399,Isotope Analysis in Ecology,2011,2,1
A5035815399,Isotope Analysis in Ecology,2012,2,78
A5035815399,Isotope Analysis in Ecology,2013,1,0
A5035815399,Isotope Analysis in Ecology,2014,4,53
A5035815399,Isotope Analysis in Ecology,2015,1,13
A5035815399,Isotope Analysis in Ecology,2016,3,55
A5035815399,Isotope Analysis in Ecology,2017,3,23
A5035815399,Isotope Analysis in Ecology,2018,3,19
A5035815399,Isotope Analysis in Ecology,2019,4,42
A5035815399,Isotope Analysis in Ecology,2020,1,15
A5035815399,Isotope Analysis in Ecology,2021,4,32
A5035815399,Isotope Analysis in Ecology,2022,3,12
A5035815399,Isotope Analysis in Ecology,2023,5,3
A5035815399,Isotope Analysis in Ecology,2024,2,3
A5035815399,Language and Culture,1993,1,2
A5035815399,Marine and coastal ecosystems,2018,3,38
A5035815399,Marine and coastal ecosystems,2019,2,4
A5035815399,Marine and coastal ecosystems,2024,1,4
A5035815399,Marine and coastal plant biology,2019,1,11
A5035815399,Marine and coastal plant biology,2022,1,0
A5035815399,Marine and coastal plant biology,2023,1,1
A5035815399,Marine and environmental studies,1991,3,10
A5035815399,Marine and environmental studies,1992,3,52
A5035815399,Marine and environmental studies,1997,3,22
A5035815399,Marine and environmental studies,1998,1,21
A5035815399,Marine and environmental studies,2000,1,4
A5035815399,Marine and environmental studies,2002,4,563
A5035815399,Marine and environmental studies,2004,1,18
A5035815399,Marine and environmental studies,2005,8,262
A5035815399,Marine and environmental studies,2006,1,58
A5035815399,Marine and environmental studies,2007,2,104
A5035815399,Marine and environmental studies,2009,1,1
A5035815399,Marine and environmental studies,2010,3,46
A5035815399,Marine and environmental studies,2011,2,16
A5035815399,Marine and environmental studies,2012,3,78
A5035815399,Marine and environmental studies,2013,3,12
A5035815399,Marine and environmental studies,2014,3,34
A5035815399,Marine and environmental studies,2015,3,17
A5035815399,Marine and environmental studies,2016,3,10
A5035815399,Marine and environmental studies,2017,5,9
A5035815399,Marine and environmental studies,2018,4,5
A5035815399,Marine and environmental studies,2019,1,6
A5035815399,Marine and environmental studies,2020,2,0
A5035815399,Marine and environmental studies,2021,1,11
A5035815399,Marine and environmental studies,2022,5,3
A5035815399,Marine and environmental studies,2023,3,4
A5035815399,Marine and environmental studies,2024,3,13
A5035815399,Marine and environmental studies,2025,2,2
A5035815399,Marine and fisheries research,2018,1,3
A5035815399,Marine and fisheries research,2019,2,4
A5035815399,Marine and fisheries research,2022,1,1
A5035815399,Marine Biology and Ecology Research,1983,1,3
A5035815399,Marine Biology and Ecology Research,1985,1,94
A5035815399,Marine Biology and Ecology Research,1987,2,63
A5035815399,Marine Biology and Ecology Research,1989,2,58
A5035815399,Marine Biology and Ecology Research,1990,2,50
A5035815399,Marine Biology and Ecology Research,1996,3,141
A5035815399,Marine Biology and Ecology Research,1997,2,26
A5035815399,Marine Biology and Ecology Research,1998,1,260
A5035815399,Marine Biology and Ecology Research,1999,1,29
A5035815399,Marine Biology and Ecology Research,2000,1,4
A5035815399,Marine Biology and Ecology Research,2001,1,83
A5035815399,Marine Biology and Ecology Research,2002,1,29
A5035815399,Marine Biology and Ecology Research,2005,3,33
A5035815399,Marine Biology and Ecology Research,2008,1,56
A5035815399,Marine Biology and Ecology Research,2009,1,3
A5035815399,Marine Biology and Ecology Research,2010,3,34
A5035815399,Marine Biology and Ecology Research,2011,3,10
A5035815399,Marine Biology and Ecology Research,2012,3,59
A5035815399,Marine Biology and Ecology Research,2013,2,7
A5035815399,Marine Biology and Ecology Research,2014,2,43
A5035815399,Marine Biology and Ecology Research,2015,1,6
A5035815399,Marine Biology and Ecology Research,2016,6,70
A5035815399,Marine Biology and Ecology Research,2017,2,5
A5035815399,Marine Biology and Ecology Research,2018,8,57
A5035815399,Marine Biology and Ecology Research,2019,4,24
A5035815399,Marine Biology and Ecology Research,2020,2,0
A5035815399,Marine Biology and Ecology Research,2021,5,22
A5035815399,Marine Biology and Ecology Research,2022,6,11
A5035815399,Marine Biology and Ecology Research,2023,2,1
A5035815399,Marine Biology and Ecology Research,2024,5,25
A5035815399,Marine Biology and Ecology Research,2025,6,3
A5035815399,Marine Biology and Environmental Chemistry,2017,1,1
A5035815399,Marine Bivalve and Aquaculture Studies,2023,1,0
A5035815399,Marine Bivalve and Aquaculture Studies,2024,1,6
A5035815399,Marine Invertebrate Physiology and Ecology,2002,1,106
A5035815399,Marine Invertebrate Physiology and Ecology,2004,1,18
A5035815399,Marine Invertebrate Physiology and Ecology,2007,1,98
A5035815399,Marine Toxins and Detection Methods,2018,1,0
A5035815399,Maritime and Coastal Archaeology,2018,1,5
A5035815399,Maritime and Coastal Archaeology,2019,2,4
A5035815399,Maritime and Coastal Archaeology,2022,2,0
A5035815399,Medical History and Innovations,1997,1,0
A5035815399,Medical Imaging Techniques and Applications,2020,1,0
A5035815399,Methane Hydrates and Related Phenomena,1989,7,41
A5035815399,Methane Hydrates and Related Phenomena,1990,1,30
A5035815399,Methane Hydrates and Related Phenomena,1991,2,0
A5035815399,Methane Hydrates and Related Phenomena,1995,1,7
A5035815399,Methane Hydrates and Related Phenomena,1996,1,77
A5035815399,Methane Hydrates and Related Phenomena,1998,1,21
A5035815399,Methane Hydrates and Related Phenomena,1999,2,38
A5035815399,Methane Hydrates and Related Phenomena,2001,2,31
A5035815399,Methane Hydrates and Related Phenomena,2004,1,1
A5035815399,Methane Hydrates and Related Phenomena,2005,4,48
A5035815399,Methane Hydrates and Related Phenomena,2006,3,557
A5035815399,Methane Hydrates and Related Phenomena,2009,1,18
A5035815399,Methane Hydrates and Related Phenomena,2011,2,17
A5035815399,Methane Hydrates and Related Phenomena,2012,2,0
A5035815399,Methane Hydrates and Related Phenomena,2013,2,19
A5035815399,Methane Hydrates and Related Phenomena,2014,5,253
A5035815399,Methane Hydrates and Related Phenomena,2015,5,16
A5035815399,Methane Hydrates and Related Phenomena,2016,3,137
A5035815399,Methane Hydrates and Related Phenomena,2017,4,23
A5035815399,Methane Hydrates and Related Phenomena,2018,2,2
A5035815399,Methane Hydrates and Related Phenomena,2019,4,30
A5035815399,Methane Hydrates and Related Phenomena,2020,1,0
A5035815399,Methane Hydrates and Related Phenomena,2021,2,0
A5035815399,Methane Hydrates and Related Phenomena,2022,2,1
A5035815399,Methane Hydrates and Related Phenomena,2024,2,1
A5035815399,Methane Hydrates and Related Phenomena,2025,3,0
A5035815399,Molecular Biology Techniques and Applications,2014,4,0
A5035815399,Morphological variations and asymmetry,1984,1,21
A5035815399,Mycobacterium research and diagnosis,2017,1,70
A5035815399,Neurobiology and Insect Physiology Research,2020,1,9
A5035815399,Neuroendocrine regulation and behavior,2000,1,103
A5035815399,Ocean Acidification Effects and Responses,2023,1,0
A5035815399,Ocean Acidification Effects and Responses,2024,2,12
A5035815399,Ocean Acidification Effects and Responses,2025,1,0
A5035815399,Offshore Engineering and Technologies,2020,6,0
A5035815399,Oil Spill Detection and Mitigation,2019,1,0
A5035815399,Oral microbiology and periodontitis research,2005,1,27
A5035815399,Oral microbiology and periodontitis research,2007,1,6
A5035815399,Paleontology and Evolutionary Biology,2002,1,0
A5035815399,Paleontology and Evolutionary Biology,2017,1,0
A5035815399,Paleontology and Evolutionary Biology,2018,1,6
A5035815399,Paleontology and Evolutionary Biology,2022,2,0
A5035815399,Paleontology and Evolutionary Biology,2024,1,0
A5035815399,Paleontology and Evolutionary Biology,2025,1,0
A5035815399,Paleontology and Stratigraphy of Fossils,1983,1,3
A5035815399,Paleontology and Stratigraphy of Fossils,1987,3,49
A5035815399,Paleontology and Stratigraphy of Fossils,1989,4,151
A5035815399,Paleontology and Stratigraphy of Fossils,1990,3,107
A5035815399,Paleontology and Stratigraphy of Fossils,1991,2,7
A5035815399,Paleontology and Stratigraphy of Fossils,1992,6,133
A5035815399,Paleontology and Stratigraphy of Fossils,1993,2,59
A5035815399,Paleontology and Stratigraphy of Fossils,1994,1,83
A5035815399,Paleontology and Stratigraphy of Fossils,1995,2,44
A5035815399,Paleontology and Stratigraphy of Fossils,1996,1,0
A5035815399,Paleontology and Stratigraphy of Fossils,1997,3,312
A5035815399,Paleontology and Stratigraphy of Fossils,1998,2,32
A5035815399,Paleontology and Stratigraphy of Fossils,1999,2,79
A5035815399,Paleontology and Stratigraphy of Fossils,2000,1,70
A5035815399,Paleontology and Stratigraphy of Fossils,2002,2,29
A5035815399,Paleontology and Stratigraphy of Fossils,2004,1,45
A5035815399,Paleontology and Stratigraphy of Fossils,2005,9,47
A5035815399,Paleontology and Stratigraphy of Fossils,2006,3,1
A5035815399,Paleontology and Stratigraphy of Fossils,2007,3,8
A5035815399,Paleontology and Stratigraphy of Fossils,2008,4,102
A5035815399,Paleontology and Stratigraphy of Fossils,2009,2,28
A5035815399,Paleontology and Stratigraphy of Fossils,2010,4,143
A5035815399,Paleontology and Stratigraphy of Fossils,2011,4,68
A5035815399,Paleontology and Stratigraphy of Fossils,2012,4,23
A5035815399,Paleontology and Stratigraphy of Fossils,2013,1,26
A5035815399,Paleontology and Stratigraphy of Fossils,2014,2,191
A5035815399,Paleontology and Stratigraphy of Fossils,2015,2,53
A5035815399,Paleontology and Stratigraphy of Fossils,2016,2,44
A5035815399,Paleontology and Stratigraphy of Fossils,2017,6,10
A5035815399,Paleontology and Stratigraphy of Fossils,2018,4,10
A5035815399,Paleontology and Stratigraphy of Fossils,2019,3,19
A5035815399,Paleontology and Stratigraphy of Fossils,2020,7,39
A5035815399,Paleontology and Stratigraphy of Fossils,2021,4,16
A5035815399,Paleontology and Stratigraphy of Fossils,2022,9,46
A5035815399,Paleontology and Stratigraphy of Fossils,2023,3,2
A5035815399,Paleontology and Stratigraphy of Fossils,2024,3,5
A5035815399,Paleontology and Stratigraphy of Fossils,2025,8,5
A5035815399,Paleopathology and ancient diseases,2020,1,0
A5035815399,Parasite Biology and Host Interactions,2018,1,1
A5035815399,Parasite Biology and Host Interactions,2024,1,5
A5035815399,Philosophy and History of Science,2005,1,0
A5035815399,Physiological and biochemical adaptations,2020,1,9
A5035815399,Physiological and biochemical adaptations,2024,1,6
A5035815399,Plant Diversity and Evolution,1997,1,300
A5035815399,Plant Diversity and Evolution,2017,1,0
A5035815399,Plant Diversity and Evolution,2025,1,0
A5035815399,Pleistocene-Era Hominins and Archaeology,1970,1,0
A5035815399,Pleistocene-Era Hominins and Archaeology,1989,2,0
A5035815399,Pleistocene-Era Hominins and Archaeology,1997,1,0
A5035815399,Pleistocene-Era Hominins and Archaeology,2011,1,7
A5035815399,Pleistocene-Era Hominins and Archaeology,2014,1,8
A5035815399,Pleistocene-Era Hominins and Archaeology,2024,1,1
A5035815399,Polar Research and Ecology,2024,1,0
A5035815399,Polar Research and Ecology,2025,1,0
A5035815399,Protist diversity and phylogeny,2010,1,2
A5035815399,Protist diversity and phylogeny,2012,1,1
A5035815399,Protist diversity and phylogeny,2014,1,59
A5035815399,Quinazolinone synthesis and applications,2017,1,70
A5035815399,Real-Time Systems Scheduling,1986,1,0
A5035815399,Reproductive Biology and Fertility,1996,1,22
A5035815399,Reproductive Biology and Fertility,1997,1,14
A5035815399,Reproductive Biology and Fertility,1999,2,26
A5035815399,Reproductive Physiology in Livestock,1996,1,28
A5035815399,Reproductive Physiology in Livestock,1997,1,6
A5035815399,Reproductive Physiology in Livestock,2000,1,103
A5035815399,Reproductive System and Pregnancy,1999,1,8
A5035815399,Research Data Management Practices,2003,1,0
A5035815399,Reservoir Engineering and Simulation Methods,2018,1,19
A5035815399,Reservoir Engineering and Simulation Methods,2020,12,0
A5035815399,Reservoir Engineering and Simulation Methods,2021,2,0
A5035815399,Reservoir Engineering and Simulation Methods,2024,1,0
A5035815399,Seismic Imaging and Inversion Techniques,1989,1,0
A5035815399,Seismic Imaging and Inversion Techniques,2021,3,18
A5035815399,Sexual Differentiation and Disorders,1985,1,0
A5035815399,Sexual Differentiation and Disorders,1999,1,18
A5035815399,Soil and Environmental Studies,2002,2,306
A5035815399,Soil and Environmental Studies,2006,1,58
A5035815399,Soil and Environmental Studies,2009,1,1
A5035815399,Species Distribution and Climate Change,2022,1,0
A5035815399,Sperm and Testicular Function,1985,1,0
A5035815399,Subterranean biodiversity and taxonomy,2005,1,5
A5035815399,Subterranean biodiversity and taxonomy,2018,1,1
A5035815399,Subterranean biodiversity and taxonomy,2024,1,5
A5035815399,Testicular diseases and treatments,1985,1,0
A5035815399,Tree-ring climate responses,1995,1,5
A5035815399,Tuberculosis Research and Epidemiology,2017,1,70
A5035815399,Turtle Biology and Conservation,2017,1,1
A5035815399,Veterinary Medicine and Surgery,1996,1,28
A5035815399,Water Quality Monitoring and Analysis,1989,1,0
A5035815399,Xenotransplantation and immune response,1985,1,2
A5035828063,Evolution and Paleontology Studies,1999,1,18
A5035828063,Ichthyology and Marine Biology,1999,1,18
A5035828063,Paleontology and Evolutionary Biology,1999,1,18
A5035866510,Diverse Scientific and Economic Studies,1994,1,0
A5035866510,Human auditory perception and evaluation,1994,1,0
A5035866510,"Nutrition, Health, and Society Studies",1994,1,0
A5035874576,Geological and Geophysical Studies Worldwide,2010,1,6
A5035874576,Geology and Paleoclimatology Research,2010,1,6
A5035874576,Paleontology and Stratigraphy of Fossils,2010,1,6
A5035884614,Groundwater and Watershed Analysis,2019,1,7
A5035884614,Water Quality and Pollution Assessment,2019,1,7
A5035885293,Geochemistry and Geologic Mapping,2020,1,39
A5035885293,Geological Studies and Exploration,2020,1,39
A5035885293,Hydrocarbon exploration and reservoir analysis,2020,1,39
A5035885381,Geological and Geophysical Studies,2007,1,13
A5035885381,Geological and Geophysical Studies,2008,1,0
A5035885381,Geological formations and processes,2004,1,100
A5035885381,Geological formations and processes,2006,1,30
A5035885381,Geological formations and processes,2008,1,64
A5035885381,Geology and Paleoclimatology Research,2008,1,0
A5035885381,Hydrocarbon exploration and reservoir analysis,2004,1,100
A5035885381,Hydrocarbon exploration and reservoir analysis,2006,1,30
A5035885381,Hydrocarbon exploration and reservoir analysis,2007,1,13
A5035885381,Hydrocarbon exploration and reservoir analysis,2008,2,64
A5035885381,Marine and environmental studies,2008,1,0
A5035885381,Paleontology and Stratigraphy of Fossils,2004,1,100
A5035885381,Paleontology and Stratigraphy of Fossils,2006,1,30
A5035885381,Paleontology and Stratigraphy of Fossils,2007,1,13
A5035885381,Paleontology and Stratigraphy of Fossils,2008,1,64
A5035885381,Reservoir Engineering and Simulation Methods,2008,1,0
A5035887572,Geology and Paleoclimatology Research,2014,1,16
A5035887572,Paleontology and Stratigraphy of Fossils,2014,1,16
A5035887572,Pleistocene-Era Hominins and Archaeology,2014,1,16
A5035896236,Drilling and Well Engineering,2021,1,10
A5035896236,Hydrocarbon exploration and reservoir analysis,2018,1,3
A5035896236,Reservoir Engineering and Simulation Methods,2018,1,3
A5035896236,Reservoir Engineering and Simulation Methods,2021,1,10
A5035896236,Seismic Imaging and Inversion Techniques,2018,1,3
A5035896236,Seismic Imaging and Inversion Techniques,2021,1,10
A5035926546,Geological and Geophysical Studies,2017,1,5
A5035926546,Geological Studies and Exploration,2017,1,5
A5035926546,Hydrocarbon exploration and reservoir analysis,2017,1,5
A5035928426,earthquake and tectonic studies,2022,1,14
A5035928426,Geochemistry and Geologic Mapping,2022,1,14
A5035928426,Geological and Geochemical Analysis,2022,1,14
A5035933914,Atmospheric and Environmental Gas Dynamics,2019,1,8
A5035933914,Geochemistry and Geologic Mapping,2019,3,39
A5035933914,Geochemistry and Geologic Mapping,2020,1,39
A5035933914,Geochemistry and Geologic Mapping,2021,1,9
A5035933914,Geochemistry and Geologic Mapping,2023,1,3
A5035933914,Geological and Geophysical Studies,2022,1,1
A5035933914,Geological Studies and Exploration,2019,2,21
A5035933914,Geological Studies and Exploration,2020,1,39
A5035933914,Geological Studies and Exploration,2022,2,16
A5035933914,Hydraulic Fracturing and Reservoir Analysis,2019,1,8
A5035933914,Hydraulic Fracturing and Reservoir Analysis,2023,1,3
A5035933914,Hydrocarbon exploration and reservoir analysis,2019,4,47
A5035933914,Hydrocarbon exploration and reservoir analysis,2020,1,39
A5035933914,Hydrocarbon exploration and reservoir analysis,2021,1,9
A5035933914,Hydrocarbon exploration and reservoir analysis,2022,2,16
A5035933914,Hydrocarbon exploration and reservoir analysis,2023,1,3
A5035933914,Petroleum Processing and Analysis,2019,1,18
A5035933914,Petroleum Processing and Analysis,2021,1,9
A5035933914,Petroleum Processing and Analysis,2022,1,15
A5035934682,Geological formations and processes,2018,1,13
A5035934682,Hydrocarbon exploration and reservoir analysis,2018,1,13
A5035934682,Methane Hydrates and Related Phenomena,2018,1,13
A5035952466,Geological Studies and Exploration,2016,1,0
A5035952466,Geology and Paleoclimatology Research,2016,1,0
A5035952466,Methane Hydrates and Related Phenomena,2016,1,0
A5035958711,Atmospheric and Environmental Gas Dynamics,2023,1,0
A5035958711,Coal Properties and Utilization,2023,1,0
A5035958711,Hydrocarbon exploration and reservoir analysis,2023,1,0
A5035973549,earthquake and tectonic studies,2021,1,23
A5035973549,Geochemistry and Elemental Analysis,2021,1,23
A5035973549,Geological and Geochemical Analysis,2018,1,81
A5035973549,Geological and Geochemical Analysis,2021,1,23
A5035973549,Geology and Paleoclimatology Research,2018,1,81
A5035973549,Paleontology and Stratigraphy of Fossils,2018,1,81
A5035974686,Immune Cell Function and Interaction,2021,1,32
A5035974686,Multiple Myeloma Research and Treatments,2021,1,32
A5035974686,T-cell and B-cell Immunology,2021,1,32
A5035996656,Geological Formations and Processes Exploration,1998,1,24
A5035996656,Geological Studies and Exploration,1998,1,24
A5035996656,Geology and Paleoclimatology Research,2007,1,72
A5035996656,Marine and environmental studies,1998,1,24
A5035996656,Marine Biology and Ecology Research,2007,1,72
A5035996656,Marine Biology and Ecology Research,2008,1,0
A5035996656,Marine Ecology and Invasive Species,2008,1,0
A5035996656,Paleontology and Stratigraphy of Fossils,2007,1,72
A5035996656,Parasite Biology and Host Interactions,2008,1,0
A5036030854,Geological and Geochemical Analysis,1996,1,61
A5036030854,Geological Formations and Processes Exploration,1996,1,61
A5036030854,Geological Formations and Processes Exploration,1998,1,24
A5036030854,Geological Studies and Exploration,1996,1,61
A5036030854,Geological Studies and Exploration,1998,1,24
A5036030854,Marine and environmental studies,1998,1,24
A5036048747,Geological and Geophysical Studies,2010,1,0
A5036048747,Hydrocarbon exploration and reservoir analysis,2010,1,0
A5036048747,Paleontology and Stratigraphy of Fossils,2010,1,0
A5036049847,Evolution and Paleontology Studies,2014,1,121
A5036049847,Paleontology and Evolutionary Biology,2014,1,121
A5036049847,Paleontology and Stratigraphy of Fossils,2014,1,121
A5036074576,earthquake and tectonic studies,2009,1,0
A5036074576,Geological and Geochemical Analysis,2009,1,0
A5036074576,Methane Hydrates and Related Phenomena,2009,1,0
A5036090026,CO2 Sequestration and Geologic Interactions,2021,1,0
A5036090026,CO2 Sequestration and Geologic Interactions,2023,1,34
A5036090026,Hydraulic Fracturing and Reservoir Analysis,2021,1,0
A5036090026,Hydrocarbon exploration and reservoir analysis,2021,1,0
A5036090026,Rock Mechanics and Modeling,2023,1,34
A5036090026,Seismic Imaging and Inversion Techniques,2023,1,34
A5036091082,"Aging, Elder Care, and Social Issues",1990,1,0
A5036091082,"Health, Medicine and Society",1990,1,0
A5036091082,Hermeneutics and Narrative Identity,1990,1,0
A5036132039,Atmospheric and Environmental Gas Dynamics,2021,1,53
A5036132039,Drilling and Well Engineering,2020,1,0
A5036132039,Geological and Geophysical Studies,2014,1,3
A5036132039,Hydraulic Fracturing and Reservoir Analysis,2020,1,0
A5036132039,Hydraulic Fracturing and Reservoir Analysis,2021,2,59
A5036132039,Hydrocarbon exploration and reservoir analysis,2014,1,3
A5036132039,Hydrocarbon exploration and reservoir analysis,2021,2,59
A5036132039,Methane Hydrates and Related Phenomena,2014,1,3
A5036132039,Seismic Imaging and Inversion Techniques,2020,1,0
A5036132039,Seismic Imaging and Inversion Techniques,2021,1,6
A5036136440,Atmospheric and Environmental Gas Dynamics,2015,1,24
A5036136440,Geology and Paleoclimatology Research,2012,1,20
A5036136440,Geology and Paleoclimatology Research,2014,1,106
A5036136440,Hydrocarbon exploration and reservoir analysis,2012,1,20
A5036136440,Hydrocarbon exploration and reservoir analysis,2014,1,106
A5036136440,Hydrocarbon exploration and reservoir analysis,2015,1,24
A5036136440,Isotope Analysis in Ecology,2012,1,20
A5036136440,Methane Hydrates and Related Phenomena,2014,1,106
A5036136440,Methane Hydrates and Related Phenomena,2015,1,24
A5036162476,earthquake and tectonic studies,2022,1,14
A5036162476,Geochemistry and Geologic Mapping,2022,1,14
A5036162476,Geochemistry and Geologic Mapping,2024,1,15
A5036162476,Geological and Geochemical Analysis,2022,1,14
A5036162476,Geological and Geochemical Analysis,2024,1,15
A5036162476,Geological and Geophysical Studies,2024,1,15
A5036171907,Food Supply Chain Traceability,1975,1,0
A5036180589,Diverse Scientific and Economic Studies,2021,1,0
A5036180589,Human auditory perception and evaluation,2021,1,0
A5036180589,Legal case studies and regulations,2021,1,0
A5036202375,earthquake and tectonic studies,2003,1,93
A5036202375,Geochemistry and Geologic Mapping,2003,1,18
A5036202375,Geochemistry and Geologic Mapping,2009,1,23
A5036202375,Geological and Geochemical Analysis,2003,5,268
A5036202375,Geological and Geochemical Analysis,2007,1,3460
A5036202375,Geological and Geochemical Analysis,2009,1,23
A5036202375,Geological and Geochemical Analysis,2012,1,0
A5036202375,Geological and Geophysical Studies,2003,3,64
A5036202375,Geological and Geophysical Studies,2012,1,0
A5036202375,Geological formations and processes,2007,1,3460
A5036202375,Geological Studies and Exploration,2012,1,0
A5036202375,Geology and Paleoclimatology Research,2003,1,111
A5036202375,High-pressure geophysics and materials,2003,1,93
A5036202375,Paleontology and Stratigraphy of Fossils,2003,3,157
A5036202375,Paleontology and Stratigraphy of Fossils,2007,1,3460
A5036202375,Paleontology and Stratigraphy of Fossils,2009,1,23
A5036217481,Diversity and Impact of Dance,2023,1,0
A5036217481,Geological and Geophysical Studies,2025,2,4
A5036217481,Geological formations and processes,2025,1,0
A5036217481,Hermeneutics and Narrative Identity,2023,1,0
A5036217481,Hydrocarbon exploration and reservoir analysis,2025,1,4
A5036217481,Jungian Analytical Psychology,2023,1,0
A5036217481,Paleontology and Stratigraphy of Fossils,2025,2,4
A5036229728,Geological and Geochemical Analysis,2004,1,9
A5036229728,Geological and Geophysical Studies,2005,1,60
A5036229728,Geological formations and processes,2004,1,9
A5036229728,Geological formations and processes,2005,1,60
A5036229728,Paleontology and Stratigraphy of Fossils,2004,1,9
A5036229728,Paleontology and Stratigraphy of Fossils,2005,1,60
A5036234778,Geochemistry and Geologic Mapping,2025,1,0
A5036234778,Hydrocarbon exploration and reservoir analysis,2025,1,0
A5036234778,NMR spectroscopy and applications,2025,1,0
A5036255622,Geological and Geophysical Studies,2026,1,0
A5036255622,Geological formations and processes,2026,1,0
A5036255622,Paleontology and Stratigraphy of Fossils,2026,1,0
A5036262291,Atmospheric and Environmental Gas Dynamics,2020,2,34
A5036262291,Atmospheric and Environmental Gas Dynamics,2021,2,22
A5036262291,Atmospheric and Environmental Gas Dynamics,2023,2,14
A5036262291,Coal and Its By-products,2025,2,1
A5036262291,Coal and Its By-products,2026,1,2
A5036262291,Coal Properties and Utilization,2025,1,0
A5036262291,Coal Properties and Utilization,2026,1,2
A5036262291,Enhanced Oil Recovery Techniques,2025,1,1
A5036262291,Enhanced Oil Recovery Techniques,2026,1,0
A5036262291,Geochemistry and Elemental Analysis,2024,2,3
A5036262291,Geochemistry and Elemental Analysis,2026,1,0
A5036262291,Geochemistry and Geologic Mapping,2022,2,4
A5036262291,Geochemistry and Geologic Mapping,2024,2,9
A5036262291,Geochemistry and Geologic Mapping,2025,1,0
A5036262291,Geological and Geophysical Studies,2022,1,0
A5036262291,Geological and Geophysical Studies,2025,1,6
A5036262291,Geological Studies and Exploration,2019,2,8
A5036262291,Geological Studies and Exploration,2020,1,10
A5036262291,Geological Studies and Exploration,2022,1,4
A5036262291,Geological Studies and Exploration,2023,1,14
A5036262291,Geological Studies and Exploration,2025,1,0
A5036262291,Hydraulic Fracturing and Reservoir Analysis,2019,2,8
A5036262291,Hydraulic Fracturing and Reservoir Analysis,2025,1,6
